#Data tag : v1 , Norm tag: onlineresult
+-------------+-------------------+------+------+----------------+---------------+
| run:fill    | time              | nls  | ncms | delivered(/ub) | recorded(/ub) |
| 172822:2007 | 08/06/11 12:02:05 | 2300 | 2300 | 73580969.637   | 72575705.803  |
| 172824:2007 | 08/07/11 03:22:02 | 49   | 49   | 1153191.025    | 1108313.113   |
| 172847:2008 | 08/07/11 15:13:37 | 66   | 66   | 3322900.020    | 3238551.223   |
| 172865:2009 | 08/07/11 22:50:29 | 342  | 342  | 16481874.136   | 15893133.809  |
| 172868:2009 | 08/08/11 01:21:39 | 1952 | 1952 | 63346463.941   | 62472284.994  |
| 172949:2010 | 08/08/11 19:35:38 | 1212 | 1212 | 48215745.967   | 47282981.343  |
| 172951:2010 | 08/09/11 03:44:26 | 52   | 52   | 1653311.581    | 1565566.612   |
| 172952:2010 | 08/09/11 04:12:52 | 1548 | 1548 | 40009456.405   | 39410355.876  |
| 172992:2011 | 08/10/11 04:55:25 | 395  | 395  | 15403543.101   | 15148878.444  |
| 172999:2011 | 08/10/11 08:36:56 | 284  | 284  | 9507341.836    | 9330565.283   |
| 173198:2022 | 08/12/11 01:42:28 | 758  | 758  | 31711828.344   | 31010081.763  |
| 173236:2025 | 08/12/11 15:37:42 | 104  | 104  | 5313797.610    | 5170919.236   |
| 173240:2025 | 08/12/11 16:24:07 | 124  | 124  | 5966741.794    | 5737781.930   |
| 173241:2025 | 08/12/11 17:20:29 | 747  | 747  | 30637071.016   | 30086945.788  |
| 173243:2025 | 08/12/11 22:19:40 | 89   | 89   | 3167322.385    | 3084908.424   |
| 173380:2028 | 08/16/11 20:08:16 | 132  | 132  | 6136534.273    | 5939246.002   |
| 173381:2028 | 08/16/11 21:07:44 | 277  | 277  | 11608155.866   | 11237307.697  |
| 173389:2029 | 08/17/11 01:44:57 | 601  | 601  | 26838616.922   | 25634077.812  |
| 173406:2030 | 08/17/11 10:01:49 | 246  | 246  | 12305881.638   | 12085590.694  |
| 173430:2031 | 08/17/11 18:16:12 | 92   | 92   | 4692702.775    | 4518621.795   |
| 173438:2032 | 08/17/11 21:14:06 | 25   | 25   | 1477553.150    | 1115468.347   |
| 173439:2032 | 08/17/11 21:30:34 | 740  | 740  | 36523006.680   | 35111981.227  |
| 173657:2037 | 08/21/11 02:42:53 | 35   | 35   | 1732739.572    | 1411871.709   |
| 173658:2037 | 08/21/11 03:00:08 | 110  | 110  | 5153419.855    | 4493189.771   |
| 173659:2037 | 08/21/11 03:46:46 | 313  | 313  | 13246769.841   | 12959435.717  |
| 173660:2037 | 08/21/11 05:54:18 | 353  | 353  | 13118726.939   | 12740830.867  |
| 173661:2037 | 08/21/11 08:21:16 | 119  | 119  | 4057600.332    | 3837636.272   |
| 173663:2037 | 08/21/11 09:26:05 | 119  | 119  | 3845066.816    | 3711392.826   |
| 173664:2037 | 08/21/11 10:19:29 | 12   | 12   | 376513.404     | 370501.898    |
| 173692:2040 | 08/21/11 20:29:55 | 2655 | 2655 | 87633411.984   | 86469493.447  |
+-------------+-------------------+------+------+----------------+---------------+
#Summary: 
+-------+------+--------+--------+-------------------+------------------+
| nfill | nrun | nls    | ncms   | totdelivered(/ub) | totrecorded(/ub) |
+-------+------+--------+--------+-------------------+------------------+
| 132   | 318  | 109428 | 109428 | 2388645628.768    | 2333286137.531   |
+-------+------+--------+--------+-------------------+------------------+

#Check JSON:
#(run,ls) in json but not in results: [(160943, 1), (160957, 1), (161176, 1), (161224, 1), (161312, 1), (162765, 1), (162765, 24), (162765, 25), (162765, 26), (162765, 27), (162765, 28), (162765, 29), (162765, 30), (162765, 31), (162765, 32), (162765, 33), (162765, 34), (162765, 35), (162765, 36), (162765, 37), (162765, 38), (162765, 39), (162765, 40), (162811, 339), (162811, 340), (162828, 1), (162828, 83), (162828, 84), (162828, 85), (162909, 283), (162909, 284), (162909, 285), (162909, 286), (162909, 287), (162909, 288), (162909, 289), (162909, 290), (163046, 231), (163046, 232), (163046, 233), (163046, 234), (163046, 235), (163046, 236), (163046, 237), (163046, 238), (163078, 1), (163238, 14), (163238, 15), (163261, 1), (163270, 1), (163270, 916), (163270, 917), (163270, 918), (163270, 919), (163270, 920), (163270, 921), (163270, 922), (163270, 923), (163270, 924), (163270, 925), (163270, 926), (163270, 927), (163270, 928), (163289, 386), (163289, 387), (163289, 388), (163340, 1), (163340, 479), (163340, 480), (163340, 481), (163340, 482), (163340, 483), (163340, 484), (163340, 485), (163340, 486), (163340, 487), (163340, 488), (163358, 61), (163358, 62), (163358, 63), (163387, 1), (163387, 254), (163387, 255), (163387, 256), (163483, 1), (163483, 45), (163483, 46), (163483, 47), (163483, 48), (163483, 49), (163483, 50), (163483, 51), (163483, 52), (163483, 53), (163483, 54), (163483, 55), (163483, 56), (163483, 57), (163596, 1), (163596, 26), (163596, 27), (163596, 28), (163596, 29), (163630, 184), (163630, 185), (163668, 1), (163738, 301), (163738, 302), (163738, 303), (163738, 304), (163738, 305), (163738, 306), (163738, 307), (163738, 308), (163738, 309), (163738, 310), (163738, 311), (163765, 1), (163765, 309), (163765, 310), (163765, 311), (163765, 312), (163765, 313), (163765, 314), (163765, 315), (163765, 316), (163765, 317), (163765, 318), (163765, 319), (163765, 320), (163765, 321), (163796, 178), (163796, 179), (163796, 180), (163796, 181), (163796, 182), (163817, 963), (163817, 964), (163817, 965), (163817, 966), (163869, 121), (163869, 122), (163869, 123), (165364, 1298), (165364, 1299), (165364, 1300), (165364, 1301), (165402, 28), (165487, 146), (165487, 147), (165487, 148), (165487, 149), (165487, 150), (165487, 151), (165506, 169), (165506, 170), (165514, 563), (165514, 564), (165514, 565), (165514, 566), (165514, 567), (165570, 945), (165570, 946), (165970, 332), (165970, 333), (165970, 334), (165970, 335), (166011, 83), (166150, 101), (166150, 102), (166150, 103), (166150, 104), (166150, 105), (166150, 106), (166150, 107), (166150, 108), (166150, 109), (166150, 110), (166150, 111), (166150, 112), (166150, 113), (166150, 114), (166150, 115), (166150, 116), (166164, 35), (166164, 36), (166164, 37), (166164, 38), (166164, 39), (166164, 40), (166346, 212), (166346, 213), (166346, 214), (166346, 215), (166408, 1233), (166408, 1234), (166408, 1235), (166408, 1236), (166429, 89), (166462, 524), (166462, 525), (166462, 526), (166486, 167), (166486, 168), (166486, 169), (166486, 170), (166486, 171), (166486, 172), (166486, 173), (166486, 174), (166502, 105), (166502, 106), (166502, 107), (166502, 108), (166502, 109), (166514, 460), (166514, 461), (166514, 462), (166514, 463), (166514, 464), (166530, 62), (166530, 63), (166565, 897), (166565, 898), (166701, 784), (166701, 785), (166701, 786), (166701, 787), (166701, 788), (166701, 789), (166701, 790), (166701, 791), (166701, 792), (166763, 647), (166763, 648), (166763, 649), (166763, 650), (166787, 361), (166787, 362), (166787, 363), (166787, 364), (166842, 166), (166842, 167), (166842, 168), (166842, 169), (166842, 170), (166864, 535), (166864, 536), (166864, 537), (166895, 602), (166895, 603), (166911, 102), (166911, 103), (166911, 104), (166923, 466), (166923, 467), (166923, 468), (166923, 469), (166923, 470), (166967, 216), (166967, 217), (166967, 218), (166967, 219), (166967, 220), (167043, 228), (167043, 229), (167043, 230), (167043, 231), (167043, 232), (167043, 233), (167043, 234), (167043, 235), (167078, 172), (167078, 173), (167078, 174), (167103, 93), (167103, 94), (167551, 466), (167551, 467), (167551, 468), (167551, 469), (167551, 470), (167551, 471), (167676, 448), (167676, 449), (167676, 450), (167740, 167), (167740, 168), (167740, 170), (167740, 171), (167740, 172), (167740, 173), (167746, 382), (167746, 383), (167746, 384), (167754, 100), (167754, 101), (167754, 102), (167754, 103), (167786, 175), (167786, 176), (170722, 284), (170722, 285), (170722, 286), (170722, 287), (170759, 373), (170759, 374), (170759, 375), (170759, 376), (170759, 377), (170876, 518), (170901, 193), (170901, 194), (170901, 195), (170901, 196), (170901, 197), (170901, 198), (170901, 199), (170901, 200), (171117, 80), (171117, 81), (171117, 82), (171117, 83), (171117, 84), (171178, 1037), (171178, 1038), (171178, 1039), (171178, 1040), (171178, 1041), (171178, 1042), (171178, 1043), (171219, 153), (171219, 154), (171219, 155), (171219, 156), (171219, 157), (171219, 158), (171219, 159), (171219, 160), (171219, 161), (171219, 162), (171282, 171), (171315, 223), (171315, 224), (171315, 225), (171369, 157), (171369, 158), (171369, 159), (171369, 160), (171369, 161), (171446, 862), (171446, 863), (171446, 864), (171578, 972), (171578, 973), (171578, 974), (171812, 435), (171812, 436), (171812, 437), (171812, 438), (171897, 538), (171897, 539), (171897, 540), (171897, 541), (171897, 542), (171926, 261), (171926, 262), (171926, 263), (171926, 264), (172033, 747), (172033, 748), (172033, 749), (172208, 194), (172208, 195), (172208, 196), (172208, 197), (172208, 198), (172208, 199), (172255, 38), (172255, 39), (172255, 40), (172268, 167), (172268, 168), (172268, 169), (172286, 212), (172286, 213), (172286, 214), (172286, 215), (172286, 216), (172389, 457), (172389, 458), (172389, 459), (172389, 460), (172401, 145), (172401, 146), (172401, 147), (172401, 148), (172635, 268), (172778, 94), (172778, 95), (172778, 96), (172778, 97), (172824, 50), (172824, 51), (172824, 52), (172824, 53), (172824, 54), (172847, 128), (172847, 129), (172847, 130), (172847, 131), (172868, 1969), (172868, 1970), (172952, 1559), (172952, 1560), (172952, 1561), (172952, 1562), (172999, 290), (172999, 291), (172999, 292), (172999, 293), (172999, 294), (173198, 816), (173198, 817), (173198, 818), (173198, 819), (173198, 820), (173198, 821), (173198, 822), (173198, 823), (173381, 290), (173381, 291), (173381, 292), (173381, 293), (173381, 294), (173389, 645), (173389, 646), (173389, 647), (173389, 648), (173389, 649), (173389, 650), (173389, 651), (173389, 652), (173389, 653), (173406, 283), (173406, 284), (173406, 285), (173406, 286), (173439, 755), (173439, 756)]
