+--------+-------+----------+
| run    | cmsls | prescidx |
| 177095 | 99    | 3        |
| 177096 | 1     | 3        |
| 177096 | 130   | 4        |
| 177131 | 1     | 0        |
| 177131 | 39    | 1        |
| 177138 | 1     | 1        |
| 177138 | 72    | 2        |
| 177139 | 1     | 2        |
| 177139 | 286   | 3        |
| 177139 | 532   | 4        |
| 177140 | 1     | 4        |
| 177141 | 1     | 4        |
| 177182 | 1     | 0        |
| 177182 | 2     | 2        |
| 177183 | 1     | 2        |
| 177183 | 9     | 1        |
| 177183 | 99    | 2        |
| 177184 | 1     | 2        |
| 177201 | 1     | 2        |
| 177201 | 63    | 1        |
| 177201 | 258   | 2        |
| 177201 | 440   | 3        |
| 177222 | 1     | 0        |
| 177222 | 41    | 1        |
| 177222 | 59    | 2        |
| 177313 | 1     | 0        |
| 177313 | 4     | 2        |
| 177313 | 62    | 1        |
| 177316 | 1     | 1        |
| 177317 | 1     | 1        |
| 177318 | 1     | 1        |
| 177318 | 70    | 2        |
| 177318 | 369   | 3        |
| 177319 | 1     | 3        |
| 177449 | 1     | 0        |
| 177449 | 2     | 2        |
| 177449 | 45    | 1        |
| 177449 | 236   | 2        |
| 177452 | 1     | 2        |
| 177452 | 157   | 3        |
| 177507 | 1     | 0        |
| 177507 | 28    | 2        |
| 177507 | 42    | 1        |
| 177507 | 64    | 0        |
| 177507 | 67    | 2        |
| 177509 | 1     | 2        |
| 177509 | 8     | 3        |
| 177509 | 110   | 2        |
| 177515 | 1     | 2        |
| 177515 | 6     | 3        |
| 177718 | 1     | 0        |
| 177718 | 44    | 1        |
| 177718 | 121   | 2        |
| 177718 | 491   | 3        |
| 177719 | 1     | 3        |
| 177730 | 1     | 0        |
| 177730 | 36    | 1        |
| 177730 | 51    | 2        |
| 177730 | 56    | 1        |
| 177730 | 214   | 2        |
| 177730 | 431   | 3        |
| 177776 | 1     | 0        |
| 177776 | 8     | 2        |
| 177776 | 52    | 1        |
| 177782 | 1     | 0        |
| 177782 | 74    | 2        |
| 177782 | 80    | 1        |
| 177782 | 161   | 2        |
| 177783 | 1     | 2        |
| 177783 | 243   | 3        |
| 177785 | 1     | 3        |
| 177786 | 1     | 3        |
| 177786 | 44    | 1        |
| 177788 | 1     | 1        |
| 177788 | 22    | 2        |
| 177788 | 30    | 3        |
| 177789 | 1     | 3        |
| 177790 | 1     | 3        |
| 177791 | 1     | 3        |
| 177875 | 1     | 0        |
| 177875 | 9     | 1        |
| 177875 | 149   | 2        |
| 177875 | 482   | 3        |
| 177878 | 1     | 3        |
| 178003 | 1     | 0        |
| 178003 | 4     | 2        |
| 178003 | 6     | 1        |
| 178004 | 1     | 1        |
| 178004 | 6     | 2        |
| 178004 | 14    | 3        |
| 178022 | 1     | 0        |
| 178022 | 8     | 2        |
| 178078 | 1     | 1        |
| 178098 | 1     | 1        |
| 178098 | 184   | 2        |
| 178098 | 492   | 3        |
| 178099 | 1     | 3        |
| 178100 | 1     | 3        |
| 178101 | 1     | 3        |
| 178102 | 1     | 3        |
| 178110 | 1     | 0        |
| 178110 | 2     | 1        |
| 178110 | 259   | 2        |
| 178116 | 1     | 2        |
| 178116 | 180   | 3        |
| 178151 | 1     | 0        |
| 178151 | 45    | 1        |
| 178160 | 1     | 1        |
| 178160 | 210   | 2        |
| 178162 | 1     | 2        |
| 178162 | 34    | 3        |
| 178198 | 1     | 0        |
| 178202 | 1     | 0        |
| 178202 | 2     | 4        |
| 178203 | 1     | 3        |
| 178207 | 1     | 3        |
| 178208 | 1     | 4        |
| 178208 | 124   | 5        |
| 178365 | 1     | 1        |
| 178365 | 209   | 2        |
| 178365 | 610   | 3        |
| 178367 | 1     | 3        |
| 178380 | 1     | 3        |
| 178420 | 1     | 1        |
| 178420 | 5     | 2        |
| 178420 | 47    | 1        |
| 178420 | 54    | 2        |
| 178421 | 1     | 2        |
| 178421 | 34    | 1        |
| 178421 | 42    | 0        |
| 178421 | 111   | 1        |
| 178421 | 230   | 2        |
| 178421 | 510   | 3        |
| 178424 | 1     | 3        |
| 178479 | 1     | 0        |
| 178479 | 3     | 2        |
| 178479 | 68    | 1        |
| 178479 | 189   | 2        |
| 178479 | 637   | 3        |
| 178667 | 1     | 2        |
| 178667 | 45    | 1        |
| 178669 | 1     | 1        |
| 178670 | 1     | 1        |
| 178671 | 1     | 1        |
| 178675 | 1     | 2        |
| 178675 | 12    | 1        |
| 178677 | 1     | 1        |
| 178703 | 1     | 0        |
| 178703 | 3     | 2        |
| 178703 | 31    | 1        |
| 178703 | 177   | 2        |
| 178708 | 1     | 2        |
| 178712 | 1     | 2        |
| 178712 | 8     | 3        |
| 178724 | 1     | 3        |
| 178731 | 1     | 3        |
| 178738 | 1     | 3        |
| 178786 | 1     | 0        |
| 178786 | 20    | 2        |
| 178786 | 67    | 1        |
| 178786 | 194   | 2        |
| 178803 | 1     | 0        |
| 178803 | 3     | 2        |
| 178803 | 56    | 1        |
| 178803 | 152   | 2        |
| 178840 | 1     | 0        |
| 178840 | 2     | 2        |
| 178840 | 47    | 1        |
| 178840 | 200   | 2        |
| 178854 | 1     | 2        |
| 178854 | 64    | 3        |
| 178866 | 1     | 3        |
| 178871 | 1     | 3        |
| 178920 | 1     | 0        |
| 178920 | 35    | 1        |
| 178920 | 207   | 2        |
| 178970 | 1     | 1        |
| 178970 | 158   | 2        |
| 178985 | 1     | 2        |
| 178985 | 7     | 3        |
| 179315 | 1     | 0        |
| 179346 | 1     | 0        |
| 179348 | 1     | 0        |
| 179410 | 1     | 1        |
| 179410 | 16    | 2        |
| 179411 | 1     | 2        |
| 179411 | 7     | 1        |
| 179411 | 10    | 2        |
| 179411 | 24    | 1        |
| 179411 | 97    | 0        |
| 179431 | 1     | 0        |
| 179431 | 3     | 1        |
| 179434 | 1     | 2        |
| 179434 | 28    | 1        |
| 179434 | 84    | 2        |
| 179434 | 572   | 3        |
| 179452 | 1     | 3        |
| 179476 | 1     | 3        |
| 179497 | 1     | 0        |
| 179497 | 4     | 1        |
| 179497 | 193   | 2        |
| 179547 | 1     | 0        |
| 179547 | 5     | 1        |
| 179547 | 234   | 2        |
| 179558 | 1     | 2        |
| 179563 | 1     | 2        |
| 179563 | 346   | 3        |
| 179816 | 1     | 0        |
| 179816 | 7     | 1        |
| 179816 | 10    | 2        |
| 179816 | 12    | 3        |
| 179816 | 16    | 4        |
| 179816 | 20    | 5        |
| 179816 | 22    | 6        |
| 179816 | 26    | 0        |
| 179823 | 1     | 0        |
| 179827 | 1     | 0        |
| 179828 | 1     | 0        |
| 179828 | 9     | 2        |
| 179828 | 251   | 3        |
| 179889 | 1     | 0        |
| 179889 | 19    | 1        |
| 179889 | 169   | 2        |
| 179959 | 1     | 0        |
| 179959 | 62    | 1        |
| 179977 | 1     | 1        |
| 179977 | 141   | 2        |
| 180072 | 1     | 0        |
| 180072 | 2     | 1        |
| 180072 | 62    | 4        |
| 180072 | 80    | 0        |
| 180072 | 105   | 2        |
| 180076 | 1     | 2        |
| 180076 | 202   | 0        |
| 180076 | 229   | 2        |
| 180091 | 1     | 2        |
| 180093 | 1     | 2        |
| 180093 | 99    | 3        |
| 180093 | 327   | 0        |
| 180241 | 1     | 0        |
| 180241 | 4     | 1        |
| 180241 | 66    | 4        |
| 180241 | 100   | 0        |
| 180241 | 130   | 2        |
| 180249 | 1     | 0        |
| 180249 | 3     | 1        |
| 180250 | 1     | 1        |
| 180250 | 238   | 2        |
| 180251 | 1     | 2        |
| 180252 | 1     | 2        |
| 181530 | 1     | 9        |
| 181531 | 1     | 9        |
| 181532 | 1     | 9        |
| 181604 | 1     | 9        |
| 181604 | 7     | 8        |
| 181611 | 1     | 8        |
| 181683 | 1     | 4        |
| 181683 | 165   | 5        |
| 181683 | 171   | 6        |
| 181684 | 1     | 6        |
| 181685 | 1     | 6        |
| 181686 | 1     | 6        |
| 181687 | 1     | 6        |
| 181688 | 1     | 6        |
| 181689 | 1     | 6        |
| 181689 | 11    | 7        |
| 181690 | 1     | 7        |
| 181690 | 2     | 5        |
| 181691 | 1     | 6        |
| 181692 | 1     | 6        |
| 181693 | 1     | 6        |
| 181693 | 126   | 7        |
| 181695 | 1     | 7        |
| 181749 | 1     | 3        |
| 181750 | 1     | 3        |
| 181751 | 1     | 3        |
| 181752 | 1     | 3        |
| 181753 | 1     | 9        |
| 181754 | 1     | 3        |
| 181755 | 1     | 3        |
| 181756 | 1     | 3        |
| 181758 | 1     | 3        |
| 181759 | 1     | 3        |
| 181760 | 1     | 3        |
| 181765 | 1     | 3        |
| 181766 | 1     | 3        |
| 181768 | 1     | 3        |
| 181769 | 1     | 3        |
| 181770 | 1     | 3        |
| 181771 | 1     | 3        |
| 181774 | 1     | 3        |
| 181775 | 1     | 3        |
| 181776 | 1     | 3        |
| 181777 | 1     | 3        |
| 181777 | 9     | 4        |
| 181777 | 13    | 5        |
| 181778 | 1     | 5        |
| 181778 | 8     | 6        |
| 181910 | 1     | 9        |
| 181910 | 6     | 3        |
| 181912 | 1     | 3        |
| 181912 | 11    | 4        |
| 181912 | 23    | 5        |
| 181912 | 61    | 6        |
| 181913 | 1     | 7        |
| 181914 | 1     | 7        |
| 181938 | 1     | 9        |
| 181938 | 47    | 3        |
| 181938 | 552   | 4        |
| 181946 | 1     | 4        |
| 181946 | 8     | 5        |
| 181950 | 1     | 5        |
| 181950 | 50    | 6        |
| 181969 | 1     | 3        |
| 181969 | 369   | 4        |
| 181969 | 750   | 5        |
| 181985 | 1     | 3        |
| 181985 | 469   | 4        |
| 182052 | 1     | 3        |
| 182052 | 582   | 4        |
| 182052 | 898   | 5        |
| 182065 | 1     | 3        |
| 182066 | 1     | 3        |
| 182066 | 470   | 4        |
| 182066 | 691   | 5        |
| 182098 | 1     | 3        |
| 182099 | 1     | 3        |
| 182099 | 428   | 4        |
| 182099 | 782   | 5        |
| 182123 | 1     | 3        |
| 182124 | 1     | 3        |
| 182133 | 1     | 3        |
| 182133 | 9     | 4        |
| 182133 | 218   | 5        |
| 182227 | 1     | 3        |
| 182228 | 1     | 3        |
| 182239 | 1     | 3        |
| 182241 | 1     | 3        |
| 182241 | 221   | 4        |
| 182241 | 487   | 5        |
| 182253 | 1     | 5        |
| 182257 | 1     | 5        |
| 182257 | 97    | 6        |
| 182296 | 1     | 3        |
| 182296 | 473   | 4        |
| 182324 | 1     | 3        |
| 182324 | 330   | 4        |
| 182324 | 626   | 5        |
| 182365 | 1     | 3        |
| 182365 | 435   | 4        |
| 182365 | 738   | 6        |
| 182365 | 739   | 5        |
| 182382 | 1     | 3        |
| 182382 | 116   | 4        |
| 182382 | 595   | 5        |
| 182382 | 877   | 6        |
| 182396 | 1     | 3        |
| 182396 | 16    | 6        |
| 182396 | 29    | 3        |
| 182398 | 1     | 7        |
| 182422 | 1     | 3        |
| 182422 | 178   | 4        |
| 182422 | 421   | 5        |
| 182422 | 703   | 6        |
| 182536 | 1     | 3        |
| 182536 | 284   | 4        |
| 182536 | 515   | 5        |
| 182536 | 821   | 6        |
| 182561 | 1     | 3        |
| 182572 | 1     | 3        |
| 182572 | 401   | 4        |
| 182572 | 553   | 5        |
| 182572 | 726   | 6        |
| 182591 | 1     | 3        |
| 182591 | 451   | 4        |
| 182591 | 522   | 5        |
| 182591 | 753   | 6        |
| 182609 | 1     | 3        |
| 182609 | 96    | 2        |
| 182609 | 102   | 3        |
| 182609 | 426   | 4        |
| 182609 | 530   | 5        |
| 182609 | 738   | 6        |
| 182609 | 1050  | 7        |
| 182609 | 1057  | 6        |
| 182609 | 1099  | 7        |
| 182664 | 1     | 3        |
| 182785 | 1     | 3        |
| 182785 | 288   | 4        |
| 182785 | 438   | 5        |
| 182785 | 635   | 6        |
| 182785 | 888   | 7        |
| 182798 | 1     | 3        |
| 182798 | 100   | 4        |
| 182798 | 147   | 5        |
| 182798 | 378   | 6        |
| 182798 | 583   | 7        |
| 182822 | 1     | 3        |
| 182822 | 92    | 4        |
| 182822 | 319   | 5        |
| 182822 | 538   | 6        |
| 182822 | 752   | 7        |
| 182838 | 1     | 3        |
| 182838 | 86    | 4        |
| 182838 | 670   | 5        |
| 182838 | 675   | 6        |
| 182886 | 1     | 3        |
| 182889 | 1     | 3        |
| 182889 | 8     | 4        |
| 182890 | 1     | 4        |
| 182890 | 8     | 5        |
| 182890 | 279   | 6        |
| 182890 | 527   | 7        |
| 182915 | 1     | 3        |
| 182915 | 250   | 4        |
| 182915 | 389   | 5        |
| 182915 | 606   | 6        |
| 182915 | 846   | 7        |
| 182916 | 1     | 7        |
| 182927 | 1     | 3        |
| 182927 | 267   | 4        |
| 182927 | 459   | 5        |
| 182927 | 690   | 6        |
| 182927 | 891   | 7        |
| 182944 | 1     | 3        |
| 182944 | 226   | 4        |
| 182944 | 386   | 5        |
| 182944 | 549   | 6        |
| 182960 | 1     | 3        |
| 182960 | 165   | 4        |
| 182960 | 355   | 5        |
| 182960 | 529   | 6        |
| 182960 | 759   | 7        |
| 182972 | 1     | 3        |
| 182972 | 200   | 4        |
| 182972 | 382   | 5        |
| 182972 | 566   | 6        |
| 182972 | 799   | 7        |
| 183013 | 1     | 3        |
| 183013 | 180   | 4        |
| 183013 | 363   | 5        |
| 183013 | 552   | 6        |
| 183013 | 813   | 7        |
| 183068 | 1     | 3        |
| 183068 | 28    | 4        |
| 183068 | 32    | 2        |
| 183068 | 50    | 3        |
| 183069 | 1     | 3        |
| 183069 | 25    | 4        |
| 183094 | 1     | 3        |
| 183094 | 164   | 4        |
| 183123 | 1     | 3        |
| 183124 | 1     | 3        |
| 183126 | 1     | 3        |
| 183126 | 12    | 4        |
+--------+-------+----------+
